ext_ref_id,booking_date,remittance_info,cleared_amount,catch
EXTAIB_2026-06-15_05389,2026-06-15,fac8c065-e2c6-4463-b31d-8fb5f2b0282c,82,False
EXTAIB_2026-06-15_07699,2026-06-15,215c1d16-6830-4771-a2db-f632f0324968,354,False
EXTAIB_2026-06-15_02291,2026-06-15,e7e6bb54-741d-4da8-a38f-7daaffcfa913,244,False
EXTAIB_2026-06-15_01905,2026-06-15,4b002021-913d-49ee-b0b4-db5a5c3d1888,283,False
EXTAIB_2026-06-15_05566,2026-06-15,e733dc3f-daec-4a1f-8830-8c54d3071284,428,False
EXTAIB_2026-06-15_01124,2026-06-15,570d60aa-1fb7-4e60-89fe-d43c63b62868,72,False
EXTAIB_2026-06-15_09398,2026-06-15,d4875678-b9df-4ece-af80-01a75976beb3,254,False
EXTAIB_2026-06-15_04215,2026-06-15,ebd9e244-ec3c-43f6-bb24-a6ed7f8be08f,178,False
EXTAIB_2026-06-15_04395,2026-06-15,d08e99cf-feaf-411a-b7c7-3b82c50bd8a3,518,False
EXTAIB_2026-06-15_03819,2026-06-15,f4fa4414-67f1-429a-af20-d89d9222dff4,206,False
EXTAIB_2026-06-15_04523,2026-06-15,62147428-b6bb-4522-88e0-afef6e41f37b,386,False
EXTAIB_2026-06-15_01946,2026-06-15,46420b0a-aa9e-4212-9389-417c157bcb82,465,False
EXTAIB_2026-06-15_09632,2026-06-15,d61f5b6a-b665-4901-9672-1852f0622b14,106,False
EXTAIB_2026-06-15_03733,2026-06-15,8ab63812-cd10-43cd-b9c2-10699a47fab0,384,False
EXTAIB_2026-06-15_00010,2026-06-15,41fbc6e9-91ae-4fd8-9bac-625048d25270,483,False
EXTAIB_2026-06-15_09872,2026-06-15,3dd73a28-66b6-4772-bc56-32ecff9078b2,274,False
EXTAIB_2026-06-15_02022,2026-06-15,9b6fd522-7a35-4c95-9128-c3a048297cf6,149,False
EXTAIB_2026-06-15_07541,2026-06-15,111aa295-6e64-4657-af5c-d208fe57c7d3,105,False
EXTAIB_2026-06-15_06519,2026-06-15,73e1529c-8dae-4200-a98e-5279d26a1efb,413,False
EXTAIB_2026-06-15_05127,2026-06-15,075b1cb3-20c5-40ce-9aa0-0fabde15503d,358,False
EXTAIB_2026-06-15_09626,2026-06-15,167ef84b-eb6f-46ce-a6c8-b19c505b33c7,188,False
EXTAIB_2026-06-15_05218,2026-06-15,52f63d73-29f1-4205-9d62-55f81dee716b,256,True
EXTAIB_2026-06-15_06648,2026-06-15,f0a42b0c-244c-422b-af45-3095a1207bdd,157,False
EXTAIB_2026-06-15_00994,2026-06-15,fffd50c5-eb3e-4557-9ff3-cef1a932e689,308,False
EXTAIB_2026-06-15_02264,2026-06-15,5e2c27b9-9f4c-4b14-9d5d-9e10217fca71,323,False
EXTAIB_2026-06-15_01850,2026-06-15,9204e660-60c8-453a-a34f-420fe718515e,168,False
EXTAIB_2026-06-15_06499,2026-06-15,2aad48d1-9be1-4473-aa62-bdeaeaf29287,296,False
EXTAIB_2026-06-15_00361,2026-06-15,ee8701da-df65-4cd8-b67d-2759ad4b8fa7,106,False
EXTAIB_2026-06-15_02785,2026-06-15,9504514e-281a-498e-9be6-19339490eab6,318,False
EXTAIB_2026-06-15_09246,2026-06-15,5d9b4e3e-fd2a-4fcf-9720-a635e3d03924,142,False
EXTAIB_2026-06-15_07105,2026-06-15,d017f124-3af7-4ad7-a589-289934a2b99e,55,False
EXTAIB_2026-06-15_00461,2026-06-15,792ae20a-4cbe-4256-84a6-abacbd4c9455,207,False
EXTAIB_2026-06-15_08448,2026-06-15,0287ff41-8322-4fa0-819e-82289fd65999,198,True
EXTAIB_2026-06-15_02383,2026-06-15,f1c5a6b0-c356-4c78-9cb7-31617ab658cc,219,False
EXTAIB_2026-06-15_02760,2026-06-15,e2d08c0f-c553-489f-a83a-b5f45a884212,82,False
EXTAIB_2026-06-15_02516,2026-06-15,a079b349-824c-4742-955a-4f011eab58ca,177,False
EXTAIB_2026-06-15_00034,2026-06-15,69949377-7297-4506-97ac-098180e605ff,150,False
EXTAIB_2026-06-15_09579,2026-06-15,df6aa897-3c64-4083-b6b7-72c1f574ce80,185,False
EXTAIB_2026-06-15_08164,2026-06-15,4cf35218-664f-482a-b167-0d149bce1529,508,False
EXTAIB_2026-06-15_06489,2026-06-15,b1e7f861-a5c9-44a4-bc2e-a75913ba7a3e,253,False
EXTAIB_2026-06-15_03444,2026-06-15,8848b7c7-5313-4cef-a402-ac2b7598b064,220,False
EXTAIB_2026-06-15_03948,2026-06-15,c1ddb78a-6adb-4712-87d7-084adf471b27,138,False
EXTAIB_2026-06-15_05387,2026-06-15,4364cd84-2511-4e7e-82e1-eed3bf77d36e,194,False
EXTAIB_2026-06-15_02754,2026-06-15,28b3ee8f-5e6e-40b8-a057-3a7d9ce1ee1f,123,False
EXTAIB_2026-06-15_07007,2026-06-15,b89a3cd2-4ae2-402e-9886-5b2f261567ed,75,False
EXTAIB_2026-06-15_02231,2026-06-15,85b48505-db50-4efb-b5b5-46c2ec6afeed,225,False
EXTAIB_2026-06-15_01796,2026-06-15,e5b340ac-4484-4896-8b98-070b4879e127,358,False
EXTAIB_2026-06-15_00629,2026-06-15,ae6392ae-3816-4ad3-87b4-19f8bd33114d,263,False
EXTAIB_2026-06-15_04713,2026-06-15,70df20ff-f0e1-4ab2-a8ab-58877ede5124,492,False
EXTAIB_2026-06-15_07527,2026-06-15,67dba72c-e55e-4ae1-b11e-c74788aba1dd,454,False
EXTAIB_2026-06-15_03944,2026-06-15,158b36a1-73df-43e1-bc7f-bb717f64ebc8,235,False
EXTAIB_2026-06-15_07362,2026-06-15,0596f98e-ec42-49ec-bba0-307dffd894bc,99,False
EXTAIB_2026-06-15_06397,2026-06-15,0bde91ff-6e2d-447e-a704-fb7baf77d72d,437,False
EXTAIB_2026-06-15_00394,2026-06-15,9913dc87-244c-45fc-890e-b456936f660d,131,False
EXTAIB_2026-06-15_07015,2026-06-15,00713fe8-2ff0-4089-8ee5-2d8956a0d3c4,509,False
EXTAIB_2026-06-15_06641,2026-06-15,69991852-f85d-4b84-989c-b83bb3b513c9,84,False
EXTAIB_2026-06-15_06837,2026-06-15,af6ca72c-4497-44bf-a680-c2cde8677b97,138,True
EXTAIB_2026-06-15_07439,2026-06-15,ab865198-9b21-453d-b852-b2fc73ccec87,78,False
EXTAIB_2026-06-15_04908,2026-06-15,8facb7ca-0486-4061-9e72-cd257a03f4f4,226,False
EXTAIB_2026-06-15_07617,2026-06-15,1ca538f1-0dbd-4237-8d9c-69096d4323c1,407,False
EXTAIB_2026-06-15_07592,2026-06-15,7cc6fd8e-4b9e-4da8-a0c2-27662b00e13f,271,False
EXTAIB_2026-06-15_04042,2026-06-15,120eca74-4178-45d8-850a-92cb36a59276,210,False
EXTAIB_2026-06-15_00923,2026-06-15,99e3efe9-54c8-42b0-9477-3d14f678cbe9,332,False
EXTAIB_2026-06-15_03497,2026-06-15,615c1eee-162b-4994-b646-35e1b0e4ef12,436,False
EXTAIB_2026-06-15_01172,2026-06-15,17d1904a-bc39-44f4-8c14-28290584b718,295,False
EXTAIB_2026-06-15_02250,2026-06-15,fe9d70a3-2b8e-4447-bc94-6c6960226af9,477,False
EXTAIB_2026-06-15_09865,2026-06-15,55a6dc9b-bca2-49e2-9e88-f9d8530e6144,479,False
EXTAIB_2026-06-15_09052,2026-06-15,6fbc7cab-f839-41b9-b630-ab970afa996f,86,False
EXTAIB_2026-06-15_06256,2026-06-15,ec5ce6f0-f9f7-4046-a237-db62408149da,427,False
EXTAIB_2026-06-15_09605,2026-06-15,aec3cbac-231a-42a6-85e3-c86cac7778c2,203,False
EXTAIB_2026-06-15_04233,2026-06-15,50deba1c-3280-4cb7-ad1b-55ce51c123fd,183,False
EXTAIB_2026-06-15_02471,2026-06-15,5e27b26d-1444-4f35-a3b1-c9d7e5ee92dc,246,False
EXTAIB_2026-06-15_02302,2026-06-15,577718a1-7c35-4b3b-a1b8-3add3e93dd7e,393,False
EXTAIB_2026-06-15_00177,2026-06-15,b1196163-9333-43ca-b620-e560b17561c7,429,False
EXTAIB_2026-06-15_01196,2026-06-15,a111b0a0-8a05-49f4-b0f6-806be5bb5591,352,False
EXTAIB_2026-06-15_05295,2026-06-15,0ad32105-2747-4da5-a6dd-706464524cae,106,False
EXTAIB_2026-06-15_06669,2026-06-15,6707c8e3-8c17-4401-8f4a-4a43efb06886,195,False
EXTAIB_2026-06-15_08764,2026-06-15,20e1163d-5b08-4b35-b050-ee34450ab49c,166,False
EXTAIB_2026-06-15_04172,2026-06-15,c6708eaa-16d4-43db-9feb-b615e1319c2b,189,False
EXTAIB_2026-06-15_01586,2026-06-15,182aa521-b073-4f25-b017-0d0da12c5ffc,160,False
EXTAIB_2026-06-15_04665,2026-06-15,c2e735a3-b620-48af-a84e-ee071adc96ed,190,False
EXTAIB_2026-06-15_05316,2026-06-15,150cf167-9592-4912-979a-a5596164058a,411,False
EXTAIB_2026-06-15_06514,2026-06-15,086caa00-41fd-4fca-872c-87515edeb799,166,True
EXTAIB_2026-06-15_01960,2026-06-15,331f8720-b24a-4a9c-bf4d-0db9b5d87a9b,114,False
EXTAIB_2026-06-15_06166,2026-06-15,584362c8-40db-4a11-9f42-608299deaef2,491,False
EXTAIB_2026-06-15_06959,2026-06-15,440cf259-2db4-48fb-bcc8-d3334b7bf76a,320,False
EXTAIB_2026-06-15_09077,2026-06-15,fd3f8968-3177-4f5e-8200-7da44a12714d,294,False
EXTAIB_2026-06-15_07828,2026-06-15,49267e07-53c5-437d-8e69-aabd9ab302f0,467,False
EXTAIB_2026-06-15_03542,2026-06-15,91add8db-45a5-4585-81cd-3c6f3d7c377a,76,False
EXTAIB_2026-06-15_02620,2026-06-15,e60d4dd7-d119-4b9c-926f-4e0f19ef42c1,481,False
EXTAIB_2026-06-15_08596,2026-06-15,677fe5d2-bef5-4909-8df4-abde2e6a5816,396,False
EXTAIB_2026-06-15_02641,2026-06-15,7fc80d87-5b98-48cd-9edc-bce5f5e89512,467,False
EXTAIB_2026-06-15_01955,2026-06-15,4c2fb60f-4275-44e7-9430-7cbbe287ec25,107,False
EXTAIB_2026-06-15_06105,2026-06-15,c270d775-c2c3-4ca7-bf3a-9b3206e5ab5e,107,False
EXTAIB_2026-06-15_01579,2026-06-15,109792af-81e3-4448-850b-8935d93d61a0,174,False
EXTAIB_2026-06-15_08651,2026-06-15,9994fa93-f498-495e-8a12-3cfa828019d4,409,False
EXTAIB_2026-06-15_00860,2026-06-15,d05e9877-2863-47d6-838d-9bd9d7ec788d,492,False
EXTAIB_2026-06-15_07071,2026-06-15,e02b7d1b-9f36-4477-96bd-e022920f01f9,224,False
EXTAIB_2026-06-15_04722,2026-06-15,8f1c4310-b4e8-448f-96c0-d7143b0c13be,197,False
EXTAIB_2026-06-15_06064,2026-06-15,e85b8eaf-b002-4163-872b-f5f6ea11bc6b,287,False
EXTAIB_2026-06-15_02554,2026-06-15,faa7f5e9-59b3-44c7-8a4c-05127bee57e4,364,False
EXTAIB_2026-06-15_06860,2026-06-15,e60251db-0692-46f8-ab04-799c32299896,215,False
EXTAIB_2026-06-15_04476,2026-06-15,46408c62-f302-43c6-b8bc-92f141ed6619,463,False
EXTAIB_2026-06-15_05776,2026-06-15,5f40fa15-bfe8-44e7-9333-93495ed577f4,302,False
EXTAIB_2026-06-15_07539,2026-06-15,46fe53a4-1e8c-4cae-b2e6-36b658daa936,233,False
EXTAIB_2026-06-15_08784,2026-06-15,991465c3-fe75-4129-8295-eb9a3994fc10,332,False
EXTAIB_2026-06-15_03757,2026-06-15,a4ed42f4-0f1e-410e-934f-5f5ceabe5ac1,277,False
EXTAIB_2026-06-15_03221,2026-06-15,efc09794-18f6-4c34-8342-8f1f1e3ee72a,225,False
EXTAIB_2026-06-15_02530,2026-06-15,9d48ffef-ec52-456d-b566-1e60c65f30ef,516,False
EXTAIB_2026-06-15_08385,2026-06-15,975f370c-1ab8-4189-8582-19e6fc7c4993,479,False
EXTAIB_2026-06-15_08888,2026-06-15,0f32fd12-a4f6-4ea9-b813-62174a8f10fc,56,False
EXTAIB_2026-06-15_09955,2026-06-15,c20cc1ae-f59a-4f71-8bff-5745387db72d,408,False
EXTAIB_2026-06-15_05581,2026-06-15,c74ad66d-badb-4d64-aa63-b02230a92bb4,55,False
EXTAIB_2026-06-15_07074,2026-06-15,38f9e913-63f7-48f3-b1b5-9199a859d94e,427,False
EXTAIB_2026-06-15_04218,2026-06-15,88e13dcf-21af-4a82-af36-340d8b032173,295,False
EXTAIB_2026-06-15_00416,2026-06-15,d8d7a397-b194-40a0-9102-cc099a4661e8,327,False
EXTAIB_2026-06-15_07557,2026-06-15,1c42d27e-c470-4579-ad09-0b0a7da19157,479,False
EXTAIB_2026-06-15_07187,2026-06-15,e2771fae-ff0c-4d10-8ab3-40124b120d99,420,False
EXTAIB_2026-06-15_06148,2026-06-15,ab7d64b7-45f5-430a-ae6e-74df90041caf,338,False
EXTAIB_2026-06-15_01231,2026-06-15,264e6020-4ce2-4cad-a6a2-867e1640f8ab,466,False
EXTAIB_2026-06-15_01469,2026-06-15,070ee505-d58f-4bf9-90ce-de9fa073e620,105,False
EXTAIB_2026-06-15_09574,2026-06-15,a85c98df-3e7c-4e0d-9a0b-eba0ccfeaafe,365,False
EXTAIB_2026-06-15_09212,2026-06-15,c70ec052-15f8-4669-8cc2-98d77c37e517,165,True
EXTAIB_2026-06-15_04356,2026-06-15,880c01e3-6937-478e-be33-6099d0998474,428,False
EXTAIB_2026-06-15_06190,2026-06-15,d8832fdb-f2eb-4b4b-9e69-1285a2783e1b,472,True
EXTAIB_2026-06-15_02467,2026-06-15,e7d060ab-d883-456c-b1d0-1cdce09b13e1,482,False
EXTAIB_2026-06-15_06312,2026-06-15,68817de0-72e2-4def-8652-4730ae56eaf0,349,False
EXTAIB_2026-06-15_01690,2026-06-15,d1737c9d-773a-47d0-837b-342a255d6940,368,True
EXTAIB_2026-06-15_08722,2026-06-15,0316cb32-d67a-41bd-a8a3-3bc2c4ed2eb6,149,False
EXTAIB_2026-06-15_02474,2026-06-15,26f2c72d-a590-4789-9758-b96cc96b7917,498,False
EXTAIB_2026-06-15_05406,2026-06-15,6a1a15d5-66d5-4fb2-b9f8-76d764c07b41,370,False
EXTAIB_2026-06-15_04537,2026-06-15,5c1ce9f9-704e-4b01-9015-cd5c7204ec44,248,False
EXTAIB_2026-06-15_08094,2026-06-15,0e2994e4-992a-44ac-8e0b-2f42038b3b8f,271,False
EXTAIB_2026-06-15_04981,2026-06-15,70b19ec1-0eed-40e7-919f-616b4de41976,489,False
EXTAIB_2026-06-15_05701,2026-06-15,6174e79e-2580-4d64-a25c-2075db234d9b,155,False
EXTAIB_2026-06-15_00323,2026-06-15,1f6dba62-a9a5-427d-a764-7dc513d9109c,471,False
EXTAIB_2026-06-15_09704,2026-06-15,fa28a052-51b5-4cfc-a671-26a6bd74859b,249,False
EXTAIB_2026-06-15_00824,2026-06-15,94fe0811-9754-48b5-b60e-18bf3a66614b,495,False
EXTAIB_2026-06-15_08222,2026-06-15,fa493361-6f6e-40b4-9350-039300d52c10,162,False
EXTAIB_2026-06-15_04762,2026-06-15,b64793ed-0b34-485e-9c65-ba127c570636,236,False
EXTAIB_2026-06-15_04077,2026-06-15,ecf730bf-d630-462f-9b14-deb0968abc51,419,False
EXTAIB_2026-06-15_06331,2026-06-15,efa2b882-62a0-42e8-b539-d607afd2267e,482,False
EXTAIB_2026-06-15_03408,2026-06-15,35ad69b6-e6c3-4c89-bf99-a8c3df44114f,44,False
EXTAIB_2026-06-15_04461,2026-06-15,10fbb717-eee7-4bc1-bb6c-d0966b7f0c90,307,False
EXTAIB_2026-06-15_02660,2026-06-15,875a8f52-16fe-4691-8dc8-213da5d57a73,161,False
EXTAIB_2026-06-15_09167,2026-06-15,ab8c9ea7-1747-4d6e-8698-8e2c112e18f3,264,False
EXTAIB_2026-06-15_09761,2026-06-15,a2cbd889-e1f7-4bf1-b00f-4ec30038a1df,125,False
EXTAIB_2026-06-15_00782,2026-06-15,d875bc81-b1c7-4637-a0c6-05fdb284348d,68,False
